district,transaction type,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,subsidiary building area,balcony area,elevator
中山區,房地(土地+建物)+車位,林森北路121~150號,4.8,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090918,土地1建物2車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971215,55.68,1,1,1,有,有,12500000,224457,塔式車位,1.37,0,二間打通,RPTNMLSLRHPFFCA66DA,33.75,4.31,0,有
內湖區,房地(土地+建物),江南街71巷75弄1~30號,33.37,都市：其他:第三種住宅區。,,,1090826,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730131,128.37,3,2,1,有,有,19700000,153463,,0,0,,RPSRMLLKRHPFFCA78DA,82.37,0,16.46,有
中山區,房地(土地+建物),民權東路二段71巷1~30號,23,都市：其他:第三種住宅區。,,,1090907,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,571113,64.95,3,1,1,有,無,10600000,163202,,0,0,,RPVNMLQLRHPFFCA66DA,62.32,0,2.63,無
中山區,房地(土地+建物)+車位,南京東路二段1~30號,18.99,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090818,土地3建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1061208,239.51,4,2,2,有,有,72300000,301866,坡道平面,40.97,0,,RPORMLPLRHPFFCA88DA,126.34,0,15.13,有
中山區,房地(土地+建物),建國北路一段121~150號,3.97,都市：其他:第三之二種住宅區及第三種住宅區。,,,1090906,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990318,31.07,1,1,1,有,有,8700000,280013,,0,0,夾層;其他增建;,RPRQMLSKRHPFFCA66DA,18.01,2.25,0,有
南港區,房地(土地+建物),經貿二路235巷61~90號,22.46,都市：其他:住宅區(供商務住宅使用)。,,,1090824,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990409,91.07,2,2,1,有,有,25020000,274734,,0,0,其他增建;,RPVQMLPLRHPFFDA96DA,53.83,4.81,5.22,有
南港區,房地(土地+建物)+車位,玉成街61~90號,42.39,都市：其他:第三種住宅區。,,,1090811,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891124,215.88,3,2,2,有,有,39580000,183343,坡道平面,0,0,陽台外推;,RPVOMLLJRHPFFDA78DA,151.8,1.97,10.87,有
士林區,房地(土地+建物),大南路391~420號,21.51,都市：其他:第三之二種住宅區。,,,1090721,土地2建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790728,116.39,3,2,1,有,有,17580000,151044,,0,0,陽台外推;其他增建;,RPPNMLRLRHPFFEA98DA,95.73,1.94,11.95,有
士林區,房地(土地+建物),承德路四段6巷61~90號,40.5,都市：其他:第三種住宅區。,,,1090706,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610506,121.01,4,2,2,有,無,16200000,133873,,0,0,陽台外推;其他增建;,RPPNMLSLRHPFFEA09DA,121.01,0,0,無
北投區,房地(土地+建物),行義路186巷31~60號,18.75,都市：其他:第二種住宅區。,,,1090808,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750113,79.39,2,2,1,有,有,10080000,126968,,0,0,陽台外推;其他增建;,RPQNMLSLRHPFFEA56DA,50.32,0,12.81,有
士林區,房地(土地+建物),社子街22巷22弄1~30號,24.75,都市：其他:第三種住宅區。,,,1090829,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640220,67.73,3,1,1,有,無,7000000,103352,,0,0,,RPRNMLSLRHPFFEA66DA,67.73,0,0,無
北投區,房地(土地+建物),中山路1~30號,8.27,都市：其他:特定觀光商業專用區。,,,1090823,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670404,47.08,1,1,1,有,有,6360000,135089,,0,0,其他增建;,RPTNMLSLRHPFFEA86DA,38.47,0,2.85,有
北投區,房地(土地+建物)+車位,磺港路121~150號,28.29,都市：其他:第三種住宅區。,,,1090809,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030619,226.96,4,2,2,有,有,29000000,127776,坡道平面,0,0,其他增建;,RPVPMLQLRHPFFEA07DA,92.45,8.72,11.08,有
北投區,房地(土地+建物),行義路154巷1~30號,23.34,都市：其他:道路用地(公共設施用地)。64/6/26,,,1090823,土地2建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700921,136.22,3,2,2,有,有,14250000,104610,,0,0,陽台外推;,RPWOMLSLRHPFFEA27DA,115.13,0,13.48,有
大安區,房地(土地+建物),忠孝東路四段216巷32弄1~30號,23.37,都市：其他:第四種住宅區。,,,1090827,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710323,129.5,3,2,2,有,無,31500000,243243,,0,0,陽台外推;,RPXPMLOLRHPFFFA17DA,107.57,0,10.13,有
大安區,房地(土地+建物)+車位,忠孝東路四段26巷61~90號,27.67,都市：其他:敦化南北路特定專用區(A區)(依都市計畫說明書圖規定辦理)(原屬第貳種商業區)。,,,1090806,土地2建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990212,280,1,2,2,有,有,76000000,271429,升降機械,66.88,0,,RPQNMLLLRHPFFFA58DA,131.62,0,11.99,有
文山區,房地(土地+建物),福興路61~90號,16.05,都市：其他:第三種住宅區。,,,1090821,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841116,53.8,1,1,1,有,有,7600000,141264,,0,0,,RPQOMLLMPHPFFAA18EA,29.98,0.81,4.41,有
萬華區,房地(土地+建物)+車位,西園路一段91~120號,15.49,都市：其他:第三種商業區。,,,1090913,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,187.4,3,2,2,有,有,25000000,154370,坡道平面,43.59,2800000,,RPPOMLTLRHPFFBA09EA,88.19,1.96,6.16,有
內湖區,房地(土地+建物),星雲街151~180號,11.67,都市：其他:市場用地(公共設施用地)。64/7/8,,,1090828,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880901,64.81,3,2,2,有,有,14650000,226045,,0,0,,RPTPMLSLRHPFFCA96EA,45.18,0,5.38,有
中山區,房地(土地+建物),林森北路121~150號,2.49,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090912,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971215,30.17,1,1,1,有,有,6850000,227047,,0,0,預售屋、或土地及建物分次登記案件;,RPQQMLSLRHPFFCA76EA,19.82,1,0,有
中山區,房地(土地+建物),新生北路二段68巷1~30號,3.24,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090825,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970813,35.02,1,1,1,有,有,7200000,205597,,0,0,,RPXNNLQLRHPFFCA07EA,19.49,1.49,1.32,有
中山區,房地(土地+建物),長安東路二段181~210號,4.38,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090831,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720430,41.36,1,1,1,有,有,7750000,187379,,0,0,,RPRNMLSLRHPFFCA56EA,32.72,0,0,有
南港區,房地(土地+建物),福德街339巷3弄1~30號,33.5,都市：其他:第三種住宅區。,,,1090813,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660131,96.57,3,2,2,有,無,15850000,164130,,0,0,,RPUNMLTLRHPFFDA07EA,82.39,14.18,0,無
信義區,房地(土地+建物),忠孝東路五段372巷29弄1~30號,21.52,都市：其他:第三種住宅區。,,,1090828,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710608,106.78,3,2,2,有,有,25600000,239745,,0,0,,RPSOMLSLRHPFFDA86EA,79.31,1.71,5.57,有
信義區,房地(土地+建物)+車位,松信路50巷1~30號,56.13,都市：其他:第三種住宅區。,,,1090902,土地1建物1車位3,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021206,384.03,3,2,3,有,有,68000000,177069,坡道平面,0,3300000,,RPTOMLSLRHPFFDA96EA,148.94,12.03,17.94,有
信義區,房地(土地+建物),基隆路二段39巷1~30號,32.62,都市：其他:道路用地(公共設施用地)。51/9/1,,,1090717,土地3建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660226,106.62,4,1,2,有,無,17143200,160788,,0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;包含公共設施保留地用地;,RPRNMLQLRHPFFDA09EA,89.7,0,16.92,無
信義區,房地(土地+建物),基隆路二段39巷1~30號,32.62,都市：其他:道路用地(公共設施用地)。51/9/1,,,1090717,土地3建物1車位0,一層，停車場,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660226,106.62,3,2,2,有,無,25714800,241182,,0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;包含公共設施保留地用地;,RPSNMLQLRHPFFDA56EA,92.16,14.46,0,無
信義區,房地(土地+建物),吳興街600巷76弄91~120號,59.62,都市：其他:第三種住宅區。,,,1090717,土地2建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800930,160.04,5,2,3,有,有,15000000,93727,,0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPTNMLQLRHPFFDA66EA,68.36,79,0,有
信義區,房地(土地+建物)+車位,基隆路二段151~180號,6.31,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090909,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990901,93.46,1,1,1,有,有,20400000,218275,坡道機械,0,0,,RPWOMLRJIIPFFDA78EA,40.94,2.28,1.85,有
松山區,房地(土地+建物),新東街12巷1~30號,43.38,都市：其他:住宅用地(民生社區特定專用區)。,,,1090615,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620122,116.19,5,3,2,有,無,21880000,188312,,0,0,其他增建;,RPUPMLLLRHPFFDA09EA,107.24,0,8.95,無
南港區,房地(土地+建物)+車位,興中路28巷1~30號,11.61,都市：其他:第三種商業區。,,,1090816,土地1建物1車位1,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011001,179.56,3,2,2,有,有,35000000,226908,坡道平面,36.33,2500000,,RPWPMLLLRHPFFDA66EA,74.01,11.61,9.63,有
北投區,房地(土地+建物)+車位,天母西路91~120號,35.64,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1090905,土地2建物1車位1,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1081226,234.55,0,1,2,有,無,57100000,284832,坡道平面,43.56,2700000,毛胚屋;,RPOQMLQJQHPFFEA88EA,104.35,14.56,9.28,有
士林區,房地(土地+建物),通河街31~60號,31.1,都市：其他:第三種住宅區。,,,1090627,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730615,141.72,4,2,2,有,無,22500000,158764,,0,0,,RPQOMLTLRHPFFEA86EA,121.89,0,19.83,有
北投區,房地(土地+建物),大同街151~180號,25.5,都市：其他:第三種住宅區。,,,1090827,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620323,55.13,2,1,1,有,無,7000000,126973,,0,0,陽台外推;其他增建;,RPOOMLSLRHPFFEA56EA,55.13,0,0,無
士林區,房地(土地+建物),美崙街84巷1~30號,73,都市：其他:第三種住宅區。,,,1090826,土地1建物1車位0,全,,透天厝,住家用,加強磚造,550127,110.22,3,3,2,有,無,31680000,287425,,0,0,其他增建;,RPPOMLSLRHPFFEA66EA,110.22,0,0,無
大安區,房地(土地+建物),和平東路三段416巷15弄1~30號,27.43,都市：其他:第三種住宅區。,,,1090821,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750609,102.36,3,2,1,有,無,18300000,178781,,0,0,,RPOQMLLLRHPFFFA78EA,83.82,9.53,0,無
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.84,都市：其他:第三種住宅區。,,,1060104,土地2建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,129.06,1,1,1,有,無,47180000,465581,坡道平面,34.49,3150000,預售屋、或土地及建物分次登記案件;,RPPNMLSLRHPFFFA66EA,55.91,2.82,5.4,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,11.69,都市：其他:第三種住宅區。,,,1060104,土地2建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,141.42,1,1,2,有,無,48370000,443523,坡道平面,40.14,3450000,預售屋、或土地及建物分次登記案件;,RPQNMLSLRHPFFFA76EA,58.79,1.77,7.71,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.67,都市：其他:第三種住宅區。,,,1060806,土地2建物1車位1,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,134.59,1,0,1,有,無,46130000,451879,坡道平面,40.14,3450000,預售屋、或土地及建物分次登記案件;,RPRNMLSLRHPFFFA86EA,56.54,2.82,4.75,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.84,都市：其他:第三種住宅區。,,,1060806,土地2建物1車位1,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,129.04,1,1,1,有,無,46100000,454257,坡道平面,34.49,3150000,預售屋、或土地及建物分次登記案件;,RPSNMLSLRHPFFFA96EA,55.91,2.82,5.4,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,11.86,都市：其他:第三種住宅區。,,,1060806,土地2建物1車位1,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,142.79,1,1,2,有,無,48010000,434096,坡道平面,40.14,3450000,預售屋、或土地及建物分次登記案件;,RPTNMLSLRHPFFFA07EA,59.59,1.77,7.83,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,13.38,都市：其他:第三種住宅區。,,,1060806,土地2建物1車位1,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,152.72,1,0,2,有,無,55190000,437368,坡道平面,34.64,3550000,預售屋、或土地及建物分次登記案件;,RPUNMLSLRHPFFFA17EA,82.05,3.07,7.86,有
大安區,房地(土地+建物),忠孝東路三段251巷3弄1~30號,3.48,都市：其他:第三種住宅區。,,,1090921,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580920,10.89,4,0,4,有,無,2800000,257117,,0,0,頂樓加蓋;,RPVNMLSLRHPFFFA27EA,10.89,0,0,無
大安區,房地(土地+建物),光復南路61~90號,29.77,都市：其他:第四之一種住宅區。,,,1090821,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940126,200.15,4,2,2,有,有,65530000,327404,,0,0,,RPPOMLQLRHPFFFA56EA,125.66,1.42,14.12,有
大安區,房地(土地+建物),忠孝東路四段216巷1~30號,17.76,都市：其他:第四種住宅區。,,,1090823,土地1建物1車位0,四層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.72,2,2,2,有,有,25800000,281291,,0,0,陽台外推;,RPUPMLTLRHPFFFA47EA,83.63,0,0,有
大安區,房地(土地+建物),光復南路72巷7弄1~30號,32,都市：其他:第四之一種住宅區及第四之一種住宅區(特)。,,,1090830,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740813,166.36,4,2,2,有,無,39000000,234417,,0,0,陽台外推;,RPSOMLTLRHPFFFA17EA,136.69,0.7,21.76,有
大安區,房地(土地+建物)+車位,光復南路631~660號,7.17,都市：其他:第三種住宅區。,,,1090830,土地4建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970627,84.54,2,1,1,有,有,21000000,248403,坡道機械,0,0,親友、員工、共有人或其他特殊關係間之交易;,RPOOMLSLRHPFFFA66EA,46.33,0.77,0,有
北投區,房地(土地+建物),知行路316巷18弄1~30號,24.83,都市：其他:道路用地(公共設施用地)。65/3/2,,,1090806,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710724,84.68,3,1,1,有,無,6500000,76760,,0,0,其他增建;,RPXNMLTLRHPFFEA47EA,72.44,0,12.24,無
北投區,房地(土地+建物),石牌路二段315巷34弄1~30號,30.22,都市：其他:第三種住宅區。,,,1090708,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690104,104.78,3,2,2,有,無,12000000,114526,,0,0,,RPRNMLTLRHPFFEA86EA,90.99,0,13.79,無
北投區,房地(土地+建物),同德街44巷1~30號,27.61,都市：其他:第三種住宅區。,,,1090831,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731022,97.23,3,2,2,有,無,11000000,113122,,0,0,,RPTOMLKMRHPFFEA98EA,86.74,0,7.36,無
北投區,房地(土地+建物),中山路1~30號,5.33,都市：其他:特定休閒旅館住宅專用區(另案擬訂定更新計畫地區)。,,,1090921,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701231,39.19,1,0,1,有,有,3800000,96964,,0,0,,RPOPMLQJQHPFFEA78EA,27,0,5.38,有
松山區,房地(土地+建物),富錦街429巷1~30號,11.59,都市：其他:住宅用地及道路用地(公共設施用地)(民生社區特定專用區)。,,,1090903,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710226,57.97,2,1,1,有,有,13500000,232879,,0,0,頂樓加蓋;,RPSOMLTLRHPFFDA96EA,42.67,0,5.55,有
