district,transaction type,land shifting total area,transaction year,num_building,num_land,num_garage,total floor number,building state,main building materials,construction to complete the years,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd,complete year
Zhongshan District,Land+Building,8.58,109,2,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,63.0,72.92,3,1,1,1,No carpark,0.0,0,69.3,0.0,3.62,1,9900000,135765,63.0
Neihu District,Land+Building+Garage,44.87,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,100.0,246.37,2,2,1,1,Ramp Plane,63.89,0,101.61,7.41,10.42,1,40000000,162357,100.0
Zhongshan District,Land+Building,32.33,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,139.47,4,2,1,0,No carpark,0.0,0,119.18,0.0,13.42,0,19000000,136230,74.0
Zhongshan District,Land+Building+Garage,34.98,109,1,3,2,20.0,Apartment_11storeyorgreater,Other,103.0,459.97,0,0,0,1,Ramp Plane,71.26,3000000,225.24,8.53,30.16,1,93980000,234056,103.0
Zhongshan District,Land+Building,12.77,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,96.0,35.96,1,1,1,0,No carpark,0.0,0,20.88,0.0,5.44,0,9650000,268354,96.0
Neihu District,Land+Building,36.37,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,76.0,119.72,3,2,1,1,No carpark,0.0,0,96.34,1.06,9.8,0,17100000,142833,76.0
Zhongshan District,Land+Building,4.41,109,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,42.38,0,1,1,1,No carpark,0.0,0,23.46,1.39,1.95,1,8380000,197735,101.0
Neihu District,Land+Building+Garage,11.08,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,128.57,1,1,1,1,Ramp Plane,0.0,0,43.04,4.63,4.1,1,20880000,162402,99.0
Neihu District,Land+Building+Garage,44.91,109,1,1,1,6.0,Apartment_5to10storey,Reinforced Concrete,95.0,136.19,3,2,1,0,Ramp Machinery,32.93,0,68.15,0.0,7.03,1,24680000,181217,95.0
Zhongshan District,Land+Building,9.8,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,65.0,79.85,2,1,1,1,No carpark,0.0,0,76.42,0.0,3.43,1,15500000,194114,65.0
Zhongshan District,Land+Building,28.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,63.0,74.08,2,1,1,0,No carpark,0.0,0,74.08,0.0,0.0,0,11780000,159017,63.0
Neihu District,Land+Building,38.44,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,78.0,117.5,3,2,1,0,No carpark,0.0,0,97.79,1.78,13.26,0,12500000,106383,78.0
Zhongshan District,Land+Building+Garage,13.04,106,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,143.59,2,1,1,1,Ramp Plane,41.12,2600000,55.25,2.0,11.7,1,30490000,272177,109.0
Neihu District,Land+Building,30.4,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,113.43,3,2,1,0,No carpark,0.0,0,94.17,0.0,10.82,0,16380000,144406,74.0
Neihu District,Land+Building+Garage,42.02,109,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,282.23,3,2,1,1,Ramp Plane,72.72,5000000,111.76,11.37,13.04,1,42500000,178989,101.0
Neihu District,Land+Building,29.56,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,108.46,3,2,1,1,No carpark,0.0,0,86.01,0.0,10.42,0,15500000,142910,73.0
Zhongshan District,Land+Building+Garage,13.74,109,1,2,1,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,126.08,2,1,1,1,Ramp Plane,38.04,2300000,50.5,4.12,4.71,1,24230000,249091,108.0
Zhongshan District,Land+Building+Garage,15.99,109,1,2,1,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,142.96,2,1,1,1,Ramp Plane,38.04,2300000,59.71,6.83,4.87,1,30500000,268776,108.0
Neihu District,Land+Building+Garage,187.38,109,1,1,1,4.0,House,Reinforced Concrete,89.0,262.09,5,4,1,0,Lifting Machinery,0.0,0,145.89,18.32,12.73,0,48360000,184517,89.0
Neihu District,Land+Building+Garage,31.4,109,1,1,1,10.0,Apartment_5to10storey,Reinforced Concrete,104.0,167.03,2,1,1,1,Ramp Plane,47.15,0,63.22,0.9,9.62,1,28500000,170628,104.0
Datong District,Land+Building+Garage,20.55,109,1,2,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,206.14,2,2,1,1,Ramp Plane,71.88,0,80.2,7.64,5.79,1,33280000,161444,102.0
Datong District,Land+Building+Garage,20.0,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,211.18,4,2,1,1,Ramp Plane,0.0,0,95.45,1.36,12.21,1,33000000,156265,96.0
Wanhua District,Land+Building,3.75,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,63.0,26.49,0,0,0,1,No carpark,0.0,0,17.17,0.0,0.0,1,4000000,151000,63.0
ZhongZheng District,Land+Building,9.98,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,85.0,31.5,2,1,1,0,No carpark,0.0,0,24.02,0.23,2.96,0,7000000,222222,85.0
ZhongZheng District,Land+Building,12.55,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,96.0,55.05,2,1,1,0,No carpark,0.0,0,26.83,1.61,6.7,1,12200000,221617,96.0
ZhongZheng District,Land+Building,12.6,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,78.0,158.94,1,2,1,1,No carpark,0.0,0,92.36,0.0,35.57,1,35520000,223481,78.0
Wenshan District,Land+Building+Garage,33.33,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,84.0,118.6,3,2,1,1,Ramp Machinery,0.0,0,75.53,2.86,6.12,1,17700000,149241,84.0
Wenshan District,Land+Building,35.39,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,87.0,95.08,2,1,1,0,No carpark,0.0,0,74.9,1.21,9.73,0,11500000,120951,87.0
ZhongZheng District,Land+Building,4.7,109,1,2,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,37.22,1,1,1,1,No carpark,0.0,0,23.67,0.6,0.0,1,11880000,319183,97.0
Wanhua District,Land+Building,3.53,109,1,1,0,26.0,Apartment_11storeyorgreater,Other,105.0,52.1,1,1,1,1,No carpark,0.0,0,27.59,1.66,3.81,1,9780000,187680,105.0
Zhongshan District,Land+Building,24.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,65.0,68.94,3,1,1,0,No carpark,0.0,0,60.87,0.0,8.07,0,13800000,200174,65.0
Neihu District,Land+Building+Garage,47.14,109,1,1,1,10.0,Apartment_5to10storey,Reinforced Concrete,79.0,206.27,3,2,1,1,Ramp Plane,0.0,0,113.36,3.72,13.95,1,35700000,173074,79.0
Neihu District,Land+Building+Garage,29.25,109,1,2,2,10.0,Apartment_5to10storey,Reinforced Concrete,103.0,192.62,2,2,1,1,Lifting Plane,32.7,0,83.7,10.94,8.78,1,33000000,171322,103.0
Neihu District,Land+Building+Garage,54.33,109,1,1,1,6.0,Apartment_5to10storey,Reinforced Concrete,94.0,144.02,3,2,1,1,Ramp Plane,0.0,0,82.3,0.0,8.76,1,28000000,194417,94.0
Neihu District,Land+Building,19.74,109,1,1,0,29.0,Apartment_11storeyorgreater,Other,107.0,250.34,3,2,1,1,No carpark,0.0,0,145.14,6.71,18.1,1,67880000,271151,107.0
Neihu District,Land+Building+Garage,20.61,109,1,1,2,29.0,Apartment_11storeyorgreater,Other,107.0,308.88,0,0,0,1,Ramp Plane,58.2,4900000,145.47,6.71,18.1,1,68880000,255226,107.0
Neihu District,Land+Building+Garage,28.49,109,1,1,1,14.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,104.0,335.48,4,3,1,1,Ramp Plane,34.65,2100000,170.55,10.8,21.17,1,53980000,172456,104.0
Zhongshan District,Land+Building,24.87,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,74.0,118.97,4,1,1,0,No carpark,0.0,0,97.3,0.0,16.63,1,23400000,196688,74.0
Zhongshan District,Land+Building,5.16,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,96.0,23.71,1,1,1,1,No carpark,0.0,0,10.97,1.5,1.93,1,2400000,101223,96.0
Zhongshan District,Land+Building,6.88,109,1,3,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,71.0,70.04,2,1,1,1,No carpark,0.0,0,53.1,0.0,0.0,1,10700000,152770,71.0
Neihu District,Land+Building,33.33,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,121.4,3,2,1,0,No carpark,0.0,0,96.81,0.0,24.59,0,17200000,141680,70.0
Zhongshan District,Land+Building,10.04,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,108.0,53.61,1,1,1,1,No carpark,0.0,0,27.88,0.88,3.03,1,14450000,269539,108.0
Zhongshan District,Land+Building,19.24,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,107.0,74.6,1,1,1,1,No carpark,0.0,0,40.02,3.61,4.3,1,15590000,208981,107.0
Neihu District,Land+Building+Garage,102.56,109,1,2,1,6.0,Apartment_5storey,Reinforced Concrete,83.0,273.01,4,3,1,1,Ramp Plane,0.0,0,125.64,84.47,7.5,0,41500000,152009,83.0
Neihu District,Land+Building,24.78,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,102.45,3,2,1,0,No carpark,0.0,0,74.45,0.0,19.33,0,15100000,147389,72.0
Neihu District,Land+Building+Garage,17.66,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,101.0,86.62,2,1,1,1,Ramp Machinery,0.0,0,46.07,3.15,2.92,1,13620000,157239,101.0
Zhongshan District,Land+Building+Garage,68.13,109,1,1,4,42.0,Apartment_11storeyorgreater,Other,103.0,624.59,0,0,0,1,Ramp Plane,151.6,12000000,298.86,1.43,33.34,1,315000000,640606,103.0
Xinyi District,Land+Building,20.82,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,94.28,2,1,1,0,No carpark,0.0,0,80.2,0.0,11.44,0,19500000,206831,74.0
Xinyi District,Land+Building,25.0,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,70.0,118.44,3,2,1,0,No carpark,0.0,0,98.5,0.0,16.78,1,27000000,227964,70.0
Nangang District,Land+Building,31.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,66.04,3,1,1,0,No carpark,0.0,0,66.04,0.0,0.0,0,10180000,154149,
Songshan District,Land+Building,35.88,109,2,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,188.11,5,3,1,0,No carpark,0.0,0,147.8,0.0,11.32,1,47000000,249854,
Xinyi District,Land+Building,22.47,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,71.0,122.26,3,2,1,0,No carpark,0.0,0,80.78,0.0,12.42,1,23000000,188124,71.0
Xinyi District,Land+Building+Garage,26.25,109,1,1,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,80.0,215.12,0,2,1,1,Lifting Plane,0.0,0,157.82,0.0,18.7,1,38000000,176646,80.0
Xinyi District,Land+Building,30.13,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,109.92,3,2,1,1,No carpark,0.0,0,81.84,1.71,6.17,1,21000000,191048,
Songshan District,Land+Building,36.12,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,102.31,3,2,1,0,No carpark,0.0,0,102.31,0.0,0.0,0,15600000,152478,
Xinyi District,Land+Building,26.75,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,74.47,2,1,1,0,No carpark,0.0,0,65.49,8.98,0.0,0,18000000,241708,
Beitou District,Land+Building,16.1,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,103.0,80.36,2,1,1,1,No carpark,0.0,0,41.72,2.17,4.73,1,18200000,226481,103.0
Beitou District,Land+Building,40.73,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,67.0,125.18,3,2,1,0,No carpark,0.0,0,100.81,0.0,16.49,0,12500000,99856,67.0
Shilin District,Land+Building,41.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,66.0,120.36,4,2,1,0,No carpark,0.0,0,106.36,0.0,14.0,0,20800000,172815,66.0
Beitou District,Land+Building,9.74,109,1,2,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,94.0,52.7,1,1,1,1,No carpark,0.0,0,27.29,0.37,1.43,1,6000000,113852,94.0
Shilin District,Land+Building+Garage,33.66,109,1,4,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,105.0,197.01,3,2,1,1,Ramp Plane,0.0,0,0.0,0.0,0.0,1,25100000,127405,105.0
Beitou District,Land+Building,24.5,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,61.0,64.78,1,1,1,0,No carpark,0.0,0,56.12,8.66,0.0,0,15300000,236184,61.0
Beitou District,Land+Building+Garage,35.18,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,107.0,210.36,3,2,1,1,Ramp Plane,39.56,2600000,0.0,0.0,0.0,1,39250000,214578,107.0
Shilin District,Land+Building,26.0,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,77.0,146.31,3,2,1,1,No carpark,0.0,0,117.51,0.0,22.39,1,28000000,191374,77.0
Shilin District,Land+Building,27.22,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,95.97,3,1,1,0,No carpark,0.0,0,78.6,8.99,8.38,0,11800000,122955,70.0
Daan District,Land+Building,38.38,109,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,102.18,4,4,1,0,No carpark,0.0,0,102.18,0.0,0.0,0,25000000,244666,
Daan District,Land+Building,11.17,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,109.0,59.73,1,1,1,1,No carpark,0.0,0,31.72,2.95,1.27,1,23930000,400636,109.0
Daan District,Land+Building+Garage,8.9,109,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,98.0,59.57,1,1,1,1,Ramp Machinery,0.0,0,21.38,2.31,2.67,1,12500000,209872,98.0
Wenshan District,Land+Building+Garage,35.36,109,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,215.95,4,2,1,1,Ramp Plane,45.47,2500000,95.13,8.96,12.98,1,35400000,192973,99.0
Wanhua District,Land+Building,20.73,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,67.0,78.99,2,1,1,0,No carpark,0.0,0,69.7,9.29,0.0,0,16000000,202557,67.0
Wanhua District,Land+Building+Garage,22.64,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,109.0,142.93,2,2,1,0,other,32.65,1350000,61.41,1.98,6.73,1,21350000,181357,109.0
Zhongshan District,Land+Building,40.52,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,70.0,109.68,3,2,1,0,No carpark,0.0,0,97.02,0.0,12.66,0,18600000,169584,70.0
Zhongshan District,Land+Building,5.31,109,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,73.0,38.05,1,1,1,1,No carpark,0.0,0,23.97,0.0,4.07,1,6550000,172142,73.0
Neihu District,Land+Building+Garage,28.6,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,84.0,124.96,3,2,1,1,Lifting Machinery,0.0,1500000,59.0,4.94,5.74,1,16100000,128841,84.0
Neihu District,Land+Building+Garage,41.15,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,84.0,151.47,3,2,1,1,Ramp Plane,35.16,0,89.29,1.53,10.08,1,23980000,158326,84.0
Zhongshan District,Land+Building,5.39,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,96.0,35.49,1,1,1,1,No carpark,0.0,0,18.2,5.34,0.0,1,7000000,197239,96.0
Neihu District,Land+Building+Garage,25.64,109,1,1,1,16.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,182.56,6,6,1,1,Ramp Plane,0.0,0,117.0,5.98,0.0,1,25000000,136941,84.0
Neihu District,Land+Building+Garage,47.35,109,1,2,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,224.71,3,2,1,1,Ramp Plane,32.41,2000000,109.38,5.38,12.26,1,36000000,176807,99.0
Neihu District,Land+Building,41.99,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,112.25,3,2,1,1,No carpark,0.0,0,76.27,0.0,7.32,1,19000000,169265,73.0
Neihu District,Land+Building,29.35,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,97.51,3,2,1,0,No carpark,0.0,0,88.19,0.0,9.32,0,12650000,129730,74.0
Neihu District,Land+Building,26.14,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,87.28,3,1,1,0,No carpark,0.0,0,73.76,0.0,6.65,0,4800000,54995,73.0
Zhongshan District,Land+Building,24.26,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,101.06,3,2,1,0,No carpark,0.0,0,91.76,0.0,9.3,0,16180000,160103,68.0
Nangang District,Land+Building,30.36,109,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,96.0,92.86,2,1,1,1,No carpark,0.0,0,58.38,1.97,7.78,1,17500000,188456,96.0
Songshan District,Land+Building+Garage,44.24,109,1,2,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,207.63,3,2,1,1,Ramp Plane,0.0,0,117.42,2.54,11.24,1,41500000,199875,93.0
Shilin District,Land+Building,33.63,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,121.24,3,2,1,0,No carpark,0.0,0,105.25,0.0,15.99,0,22000000,181458,68.0
Beitou District,Land+Building,35.38,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,106.66,4,2,1,0,No carpark,0.0,0,95.11,0.0,11.55,0,8500000,79692,68.0
Beitou District,Land+Building,29.76,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,130.7,3,2,1,0,No carpark,0.0,0,112.85,0.0,8.66,0,11000000,84162,72.0
Shilin District,Land+Building,26.0,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,62.0,71.78,3,1,1,0,No carpark,0.0,0,71.78,0.0,0.0,0,12000000,167177,62.0
Beitou District,Land+Building+Garage,61.79,109,1,1,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,136.21,3,2,1,1,Ramp Plane,30.94,0,80.96,3.09,8.68,1,15120000,110997,84.0
Beitou District,Land+Building,17.46,109,1,2,0,6.0,Apartment_5to10storey,Reinforced Concrete,75.0,73.64,2,1,1,1,No carpark,0.0,0,53.77,0.0,4.73,1,6650000,90304,75.0
Beitou District,Land+Building+Garage,32.45,109,1,2,2,23.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,104.0,274.84,4,2,1,1,Ramp Plane,72.38,0,123.12,12.72,9.33,1,44308888,161217,104.0
Daan District,Land+Building,19.94,109,1,1,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,74.0,103.36,3,1,1,1,No carpark,0.0,0,70.49,1.26,7.07,1,22500000,217686,74.0
Daan District,Land+Building,14.46,109,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,,93.84,3,2,1,1,No carpark,0.0,0,71.02,0.0,10.56,1,28390000,302536,
Daan District,Land+Building,37.7,109,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,130.92,3,2,1,0,No carpark,0.0,0,114.88,0.0,12.72,0,24000000,183318,73.0
Daan District,Land+Building,17.45,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,59.82,2,1,1,1,No carpark,0.0,0,56.08,0.0,3.74,1,16500000,275827,
Daan District,Land+Building+Garage,24.68,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,94.0,135.13,2,2,1,1,Lifting Machinery,28.75,1500000,65.63,0.0,9.08,1,24750000,218556,94.0
Daan District,Land+Building+Garage,15.54,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,95.0,82.02,1,1,1,1,Tower,7.94,2500000,42.26,0.0,5.22,1,28300000,348272,95.0
Beitou District,Land+Building+Garage,23.61,109,1,2,1,7.0,Apartment_5to10storey,Reinforced Concrete,101.0,121.08,3,2,1,1,Ramp Plane,26.12,2000000,54.87,8.79,3.09,1,14200000,128475,101.0
Beitou District,Land+Building,45.52,109,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,83.0,141.15,3,2,1,1,No carpark,0.0,0,93.29,1.25,11.83,1,18000000,127524,83.0
Beitou District,Land+Building+Garage,24.7,109,1,1,1,9.0,Apartment_5to10storey,Reinforced Concrete,104.0,177.82,3,2,1,1,Ramp Plane,45.44,2500000,79.46,7.74,6.92,1,27900000,191872,104.0
Beitou District,Land+Building,7.88,109,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,48.8,1,1,1,1,No carpark,0.0,0,24.92,1.13,4.76,1,5750000,117828,98.0
Shilin District,Land+Building,38.05,109,1,5,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,129.53,3,2,1,0,No carpark,0.0,0,114.88,0.0,14.65,0,12500000,96503,69.0
Beitou District,Land+Building+Garage,50.73,109,1,1,2,9.0,Apartment_5to10storey,Reinforced Concrete,105.0,332.5,3,2,1,1,Ramp Plane,0.0,0,145.8,4.75,16.73,1,54600000,164211,105.0
Shilin District,Land+Building,51.58,109,1,3,0,4.0,Apartment_5storey,Reinforced Concrete,68.0,100.49,6,3,1,0,No carpark,0.0,0,90.27,0.0,10.22,0,10680000,106279,68.0
Beitou District,Land+Building,50.0,109,1,1,0,2.0,House,Strengthened Brickwork,58.0,89.0,3,3,1,0,No carpark,0.0,0,89.0,0.0,0.0,0,15200000,170787,58.0
Nangang District,Land+Building+Garage,10.73,109,1,1,1,25.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,169.51,3,2,1,1,Ramp Plane,0.0,0,68.36,9.43,10.67,1,31880000,188072,101.0
Nangang District,Land+Building+Garage,19.69,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,100.0,166.65,3,2,1,1,Ramp Plane,16.09,0,81.75,7.2,10.6,1,35850000,215122,100.0
Songshan District,Land+Building,35.88,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,63.0,90.26,3,2,1,0,No carpark,0.0,0,90.26,0.0,0.0,0,13850000,153446,63.0
Zhongshan District,Land+Building,3.78,109,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,68.0,32.81,0,0,0,1,No carpark,0.0,0,25.73,0.0,0.0,1,4200000,128010,68.0
Neihu District,Land+Building+Garage,63.49,109,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,96.0,161.9,2,2,1,1,Ramp Plane,34.72,2500000,82.13,0.0,3.42,1,25000000,176915,96.0
Neihu District,Land+Building,28.89,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,112.35,4,2,1,0,No carpark,0.0,0,84.44,0.0,9.12,0,15500000,137962,73.0
Neihu District,Land+Building,24.88,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,93.34,4,2,1,0,No carpark,0.0,0,78.17,0.0,15.17,0,11300000,121063,69.0
Neihu District,Land+Building,32.41,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,104.11,5,5,1,0,No carpark,0.0,0,89.66,0.0,14.44,0,14600000,140236,69.0
Zhongshan District,Land+Building+Garage,29.43,109,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,82.0,141.84,3,2,1,1,Ramp Plane,0.0,2000000,71.0,2.79,9.35,1,27500000,193880,82.0
Zhongshan District,Land+Building,4.05,109,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,43.67,2,1,1,1,No carpark,0.0,0,24.96,0.77,4.14,1,11880000,272040,93.0
Wanhua District,Land+Building+Garage,6.26,109,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,80.06,2,1,1,1,Tower,11.75,0,41.2,0.78,4.49,1,15230000,190232,97.0
Wanhua District,Land+Building,12.07,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,59.0,30.94,1,1,1,0,No carpark,0.0,0,28.3,0.0,2.64,0,1814000,58630,59.0
Datong District,Land+Building+Garage,20.09,109,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,218.66,4,2,1,1,Tower,14.26,1500000,103.4,10.36,10.2,1,43000000,203033,108.0
Wanhua District,Land+Building,37.83,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,61.0,71.89,3,1,1,0,No carpark,0.0,0,71.89,0.0,0.0,0,10000000,139101,61.0
Datong District,Land+Building+Garage,15.54,109,1,3,2,19.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,223.32,4,2,1,1,Ramp Plane,59.02,3700000,105.66,2.92,6.66,1,40700000,225198,108.0
ZhongZheng District,Land+Building,28.48,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,101.0,143.55,2,2,1,1,No carpark,0.0,0,70.46,8.28,6.9,1,39080000,272240,101.0
Wenshan District,Land+Building,39.17,109,1,4,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,134.64,4,2,1,0,No carpark,0.0,0,116.34,0.0,18.3,0,14250000,105838,69.0
ZhongZheng District,Land+Building,21.35,109,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,63.0,124.55,3,2,1,1,No carpark,0.0,0,109.01,0.0,0.0,1,22600000,181453,63.0
Wenshan District,Land+Building,49.67,109,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,125.89,2,2,1,0,No carpark,0.0,0,125.89,0.0,0.0,0,18000000,142982,
Wenshan District,Land+Building,37.8,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,76.0,103.72,3,1,1,0,No carpark,0.0,0,80.83,0.5,13.63,0,10300000,99306,76.0
Wenshan District,Land+Building,39.64,109,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,147.62,3,2,1,0,No carpark,0.0,0,93.19,36.8,5.61,0,16600000,112451,77.0
